Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
3440,577601,DOM-C    ,BRKR LOCKS    115 KV  LOCKS    H424M        DIS ,20-MAY-2015,0930,27-MAY-2015,1600,O,                           
3440,577601,DOM-C    ,BRKR LOCKS    115 KV  LOCKS    L722         CB  ,20-MAY-2015,0930,27-MAY-2015,1600,O,                           
3440,577601,DOM-C    ,BRKR LOCKS    115 KV  LOCKS    T122         CB  ,20-MAY-2015,0930,27-MAY-2015,1600,O,                           
3440,577601,DOM-C    ,LINE LOCKS    115 KV  LOCKS   -HARVELL  162A    ,20-MAY-2015,0930,27-MAY-2015,1600,O,                           
3441,594773,FE       ,XFMR RICHLND  138 KV  RICHLND  TR-4     XFORMER ,20-MAY-2015,1200,20-MAY-2015,1600,O, Received 03/30/2015 14:36 
3441,594773,FE       ,BRKR RICHLND  138 KV  RICHLND  CS-43        DIS ,20-MAY-2015,1200,20-MAY-2015,1600,O,Continuous                
3441,594773,FE       ,BRKR RICHLND  69 KV   RICHLND  B6944        CB  ,20-MAY-2015,1200,20-MAY-2015,1600,O,CB Maintenance            
3442,584099,DOM-C    ,BRKR KERRDAM  115 KV  KERRDAM  105          CB  ,20-MAY-2015,1630,23-MAY-2015,1600,O, Received 03/23/2015 13:57 
3442,584099,DOM-C    ,BRKR CHASECTY 115 KV  CHASECTY 13712        CB  ,20-MAY-2015,1630,23-MAY-2015,1600,O,Daily - Including Weekends
3442,584099,DOM-C    ,BRKR KERRDAM  115 KV  KERRDAM  102          CB  ,20-MAY-2015,1630,23-MAY-2015,1600,O,New Construction          
3442,584099,DOM-C    ,LINE KERRDAM  115 KV  KERRDAM -CHASECTY 137A    ,20-MAY-2015,1630,23-MAY-2015,1600,O,                           
3443,585468,PS-S     ,BRKR CUTHBERT 230 KV  CUTHBERT D2282  DIS       ,21-MAY-2015,0200,21-MAY-2015,2300,O, Received 03/30/2015 14:21 
3443,585468,PS-S     ,BRKR CUTHBERT 230 KV  CUTHBERT T10  CB          ,21-MAY-2015,0200,21-MAY-2015,2300,O,Continuous                
3443,585468,PS-S     ,BRKR CUTHBERT 230 KV  CUTHBERT 2-4  CB          ,21-MAY-2015,0200,21-MAY-2015,2300,O,Inspection/Maintenance    
3443,585468,PS-S     ,BRKR CUTHBERT 230 KV  CUTHBERT 1-4  CB          ,21-MAY-2015,0200,21-MAY-2015,2300,O,                           
3443,585468,PS-S     ,BRKR GLOUCEST 230 KV  GLOUCEST BYPASS  DIS      ,21-MAY-2015,0200,21-MAY-2015,2300,O,                           
3443,585468,PS-S     ,LINE CUTHBERT 230 KV  CUTHBERT-GLOUCEST D-2282  ,21-MAY-2015,0200,21-MAY-2015,2300,O,                           
3443,585468,PS-S     ,BRKR GLOUCEST 230 KV  GLOUCEST 1-8 CB           ,21-MAY-2015,0200,21-MAY-2015,2300,O,                           
3443,585468,PS-S     ,BRKR GLOUCEST 230 KV  GLOUCEST 2-8 CB           ,21-MAY-2015,0200,21-MAY-2015,2300,O,                           
3444,594494,PS-S     ,BRKR HOPECREE 500 KV  HOPECREE SECT  1-5     CB ,21-MAY-2015,0200,21-MAY-2015,0900,O, Received 03/30/2015 15:08 
3444,594494,         ,                                                ,           ,    ,           ,    , ,Continuous                
3444,594494,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance No impa
3445,583256,AE       ,XFMR SILVERLA 230 KV  SILVERLA SILV #2  XFORMER ,21-MAY-2015,0600,21-MAY-2015,1800,O, Received 12/08/2014 14:45 
3445,583256,AE       ,BRKR SILVERLA 69 KV   SILVERLA XFMR OCB L       ,21-MAY-2015,0600,21-MAY-2015,1800,O,Continuous                
3445,583256,AE       ,BRKR SILVERLA 230 KV  SILVERLA AW           CB  ,21-MAY-2015,0600,21-MAY-2015,1800,O,CB Maintenance            
3446,583351,AE       ,BRKR TABERNAC 69 KV   TABERNAC OCB A            ,21-MAY-2015,0600,21-MAY-2015,1800,O, Received 12/10/2014 11:47 
3446,583351,         ,                                                ,           ,    ,           ,    , ,Continuous                
3446,583351,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance Impact 
3447,587647,PE       ,XFMR WOODLYN  69 KV   WOODLYN  WOD 2TR  XFORMER ,21-MAY-2015,0700,21-MAY-2015,1600,O, Received 02/12/2015 13:19 
3447,587647,PE       ,XFMR WOODLYN  138 KV  WOODLYN  WOD 4TR  XFORMER ,21-MAY-2015,0700,21-MAY-2015,1600,O,Continuous                
3447,587647,PE       ,BRKR EDDYSTON 138 KV  EDDYSTON 415 CB           ,21-MAY-2015,0700,21-MAY-2015,1600,O,Relay Maintenance No impa
3447,587647,PE       ,BRKR WOODLYN  35 KV   WOODLYN  25 CB            ,21-MAY-2015,0700,21-MAY-2015,1600,O,                           
3447,587647,PE       ,BRKR WOODLYN  69 KV   WOODLYN  45 CB            ,21-MAY-2015,0700,21-MAY-2015,1600,O,                           
3447,587647,PE       ,LINE EDDYSTON 138 KV  EDDYSTON-WOODLYN 130-41   ,21-MAY-2015,0700,21-MAY-2015,1600,O,                           
3448,589358,UGI      ,BRKR MOUN UGI 69 KV   MOUN UGI  66265  CB       ,21-MAY-2015,0700,22-MAY-2015,1600,O, Received 02/11/2015 11:36 
3448,589358,UGI      ,BRKR MOUN UGI 69 KV   MOUN UGI 66268            ,21-MAY-2015,0700,22-MAY-2015,1600,C,Continuous                
3448,589358,UGI      ,BRKR MOUN UGI 69 KV   MOUN UGI  66270  CB       ,21-MAY-2015,0700,22-MAY-2015,1600,C,Doble Test                
3449,594025,AEP      ,BRKR DAVIDSON 138 KV  DAVIDSON W            DIS ,21-MAY-2015,0700,21-MAY-2015,1000,C, Received 03/26/2015 16:59 
3449,594025,AEP      ,BRKR DAVIDSON 138 KV  DAVIDSON Y            DIS ,21-MAY-2015,1030,21-MAY-2015,1600,C,Continuous                
3449,594025,AEP      ,LINE BETHEL2  138 KV  BETHEL2-DAVIDSON          ,21-MAY-2015,1030,21-MAY-2015,1600,C,Inspection/Maintenance    
3449,594025,AEP      ,LINE DAVIDSON 138 KV  DAVIDSON-ROBERTS2         ,21-MAY-2015,0700,21-MAY-2015,1000,C,                           
3450,594280,DPL      ,XFMR KIAMENSI 138 KV  KIAMENSI AT1      XFORMER ,21-MAY-2015,0700,22-MAY-2015,1600,O, Received 03/26/2015 15:10 
3450,594280,DPL      ,BRKR KIAMENSI 69 KV   KIAMENSI L2            CB ,21-MAY-2015,0700,22-MAY-2015,1600,O,Continuous                
3450,594280,DPL      ,BRKR KIAMENSI 138 KV  KIAMENSI ATH1          CB ,21-MAY-2015,0700,22-MAY-2015,1600,O,Safety Clearance          
3450,594280,DPL      ,BRKR KIAMENSI 138 KV  KIAMENSI 134           CB ,21-MAY-2015,0700,22-MAY-2015,1600,O,                           
3450,594280,DPL      ,BRKR KIAMENSI 138 KV  KIAMENSI 135           CB ,21-MAY-2015,0700,22-MAY-2015,1600,O,                           
3450,594280,DPL      ,LINE KIAMENSI 69 KV   KIAMENSI-WESTDPL 6828     ,21-MAY-2015,0700,22-MAY-2015,1600,O,                           
3451,594471,PN       ,CAP  WARREN   115 KV  WARREN CAP 1              ,21-MAY-2015,0700,21-MAY-2015,1600,O, Received 03/27/2015 17:20 
3451,594471,PN       ,BRKR WARREN   115 KV  WARREN CAPACITOR115CB CB  ,21-MAY-2015,0700,21-MAY-2015,1600,O,Continuous                
3451,594471,         ,                                                ,           ,    ,           ,    , ,Other                     
3451,594471,         ,                                                ,           ,    ,           ,    , ,Safety Clearance          
3452,594212,AEP      ,BRKR DEERCREE 138 KV  DEERCREE B            CB  ,21-MAY-2015,0730,21-MAY-2015,1600,O, Received 03/26/2015 16:22 
3452,594212,AEP      ,BRKR DEERCREE 138 KV  DEERCREE C            CB  ,21-MAY-2015,0730,21-MAY-2015,1600,O,Continuous                
3452,594212,AEP      ,LINE DEERCREE 138 KV  DEERCREE-DOOVILLE DEE-DOO ,21-MAY-2015,0730,21-MAY-2015,1600,O,Inspection/Maintenance    
3452,594212,         ,                                                ,           ,    ,           ,    , ,Contingency Planning      
3453,585331,FE       ,BRKR DIXIEFE  138 KV  DIXIEFE B13294 CB         ,21-MAY-2015,0800,22-MAY-2015,1600,O, Received 03/30/2015 14:34 
3453,585331,FE       ,LINE JACKMAN  138 KV  JACKMAN-DIXIEFE           ,21-MAY-2015,0800,22-MAY-2015,1600,O,Continuous                
3453,585331,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
3454,590335,PN       ,LINE PINEY    115 KV  PINEY-TIMBLIN P1P2 1091   ,21-MAY-2015,0800,22-MAY-2015,1600,O, Received 02/23/2015 14:48 
3454,590335,PN       ,BRKR TIMBLIN  115 KV  TIMBLIN  B1           CB  ,21-MAY-2015,0800,22-MAY-2015,1600,O,Continuous                
3454,590335,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
3454,590335,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance No impa
3455,594217,AEP      ,BRKR TWINBRAN 345 KV  TWINBRAN K2           CB  ,21-MAY-2015,0800,21-MAY-2015,1600,O, Received 03/26/2015 16:39 
3455,594217,         ,                                                ,           ,    ,           ,    , ,Continuous                
3455,594217,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
3456,594261,APSS     ,BRKR GLENFALL 138 KV  GLENFALL BRIDGEPO     CB  ,21-MAY-2015,0800,21-MAY-2015,1600,O, Received 03/26/2015 14:34 
3456,594261,APSS     ,LINE BRID APS 138 KV  BRID APS-GLENFALL 406     ,21-MAY-2015,0800,21-MAY-2015,1600,O,Continuous                
3456,594261,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
3457,594300,AEP      ,BRKR NAGELAEP 500 KV  NAGELAEP J2           CB  ,21-MAY-2015,0800,21-MAY-2015,1630,O, Received 03/26/2015 16:39 
3457,594300,         ,                                                ,           ,    ,           ,    , ,Continuous                
3457,594300,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
3458,594387,AEP      ,BRKR NZANESVI 138 KV  NZANESVI ZANE         DIS ,21-MAY-2015,0800,22-MAY-2015,1600,O, Received 03/27/2015 17:01 
3458,594387,AEP      ,LINE NZANESVI 138 KV  NZANESVI-ZANESVIL         ,21-MAY-2015,0800,22-MAY-2015,1600,O,Continuous                
3458,594387,AEP      ,BRKR ZANESVIL 138 KV  ZANESVIL C            CB  ,21-MAY-2015,0800,22-MAY-2015,1600,O,New Construction          
3459,594398,APSS     ,BRKR WIND APS 138 KV  WIND APS TILTONSV     CB  ,21-MAY-2015,0800,22-MAY-2015,1600,O, Received 03/27/2015 17:00 
3459,594398,AEP      ,LINE TILTONS2 138 KV  TILTONSVILLE-WINDSOR APS  ,21-MAY-2015,0800,22-MAY-2015,1600,O,Continuous                
3459,594398,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance No impa
3460,594495,PS-S     ,LINE HOPECREE 500 KV  HOPECREE-NEWFREED 5023-N  ,21-MAY-2015,0800,21-MAY-2015,2300,C, Received 03/30/2015 15:08 
3460,594495,         ,                                                ,           ,    ,           ,    , ,Continuous                
3460,594495,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance Impact 
3461,594677,PL       ,BRKR EGYPT    138 KV  EGYPT    SCHNCK2      DIS ,21-MAY-2015,0800,22-MAY-2015,1700,O, Received 03/30/2015 15:23 
3461,594677,PL       ,BRKR SCHNCKVL 138 KV  SCHNCKVL EGYPT2       DIS ,21-MAY-2015,0800,22-MAY-2015,1700,O,Continuous                
3461,594677,PL       ,LINE EGYPT    138 KV  EGYPT   -SCHNCKVL EGY-SCH2,21-MAY-2015,0800,22-MAY-2015,1700,O,Repair/Replace Insulator  
3462,593663,APSS     ,XFMR SQUABHOL 230 KV  SQUABHOL TR1 XFORMER      ,21-MAY-2015,1000,21-MAY-2015,1400,O, Received 03/23/2015 13:57 
3462,593663,APSS     ,BRKR SQUABHOL 230 KV  SQUABHOL 1 CB             ,21-MAY-2015,1000,21-MAY-2015,1400,O,Continuous                
3462,593663,APSS     ,BRKR SQUABHOL 230 KV  SQUABHOL 5 CB             ,21-MAY-2015,1000,21-MAY-2015,1400,O,New Construction          
3463,594497,PS-S     ,LINE HOPECREE 500 KV  HOPECREE-NEWFREED 5023-N  ,21-MAY-2015,1500,21-MAY-2015,1900,C, Received 03/30/2015 15:08 
3463,594497,         ,                                                ,           ,    ,           ,    , ,Continuous                
3463,594497,         ,                                                ,           ,    ,           ,    , ,Relay Maintenance Impact 
3464,591082,PS-N     ,BRKR SEWAREN  138 KV  SEWAREN  138   4-5     CB ,22-MAY-2015,0200,22-MAY-2015,2300,O, Received 02/27/2015 16:03 
3464,591082,PS-N     ,BRKR SEWAREN  138 KV  SEWAREN  138   5-6     CB ,22-MAY-2015,0200,22-MAY-2015,2300,O,Continuous                
3464,591082,PS-N     ,BRKR SEWAREN  138 KV  SEWAREN  220-1 LSD     DIS,22-MAY-2015,0200,22-MAY-2015,2300,O,Other                     
3464,591082,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN  220-1 HSD     DIS,22-MAY-2015,0200,22-MAY-2015,2300,O,                           
3464,591082,PS-N     ,XFMR SEWAREN  230 KV  SEWAREN  220-1    XFORMER ,22-MAY-2015,0200,22-MAY-2015,2300,O,                           
3465,572615,AE       ,BRKR LAKEAVEN 69 KV   LAKEAVEN 69 KV DUMMID DIS ,22-MAY-2015,0600,22-MAY-2015,1800,O, Received 01/30/2015 13:36 
3465,572615,AE       ,BRKR MIDD AE  69 KV   MIDD AE 69 KV OCB D CB    ,22-MAY-2015,0600,22-MAY-2015,1800,O,Continuous                
3465,572615,AE       ,LINE LAKEAVEN 69 KV   LAKE AVEN. - MIDDLE 0736  ,22-MAY-2015,0600,22-MAY-2015,1800,O,Inspection/Maintenance    
3466,594302,AEP      ,BRKR BAILEYSV 138 KV  BAILEYSV K            CB  ,22-MAY-2015,0800,25-MAY-2015,1600,O, Received 03/27/2015 10:36 
3466,594302,AEP      ,BRKR CARSWELL 138 KV  CARSWELL X1           DIS ,22-MAY-2015,0800,25-MAY-2015,1600,O,Continuous                
3466,594302,AEP      ,BRKR TRAILFOR 138 KV  TRAILFOR W            DIS ,22-MAY-2015,0800,25-MAY-2015,1600,O,New Construction          
3466,594302,AEP      ,BRKR TRAILFOR 138 KV  TRAILFOR Y            DIS ,22-MAY-2015,0800,25-MAY-2015,1600,O,Cut-in                    
3466,594302,AEP      ,LINE BAILEYSV 138 KV  BAILEYSV-TRAILFOR         ,22-MAY-2015,0800,25-MAY-2015,1600,O,                           
3466,594302,AEP      ,LINE CARSWELL 138 KV  CARSWELL-CARSWELT         ,22-MAY-2015,0800,25-MAY-2015,1600,O,                           
3466,594302,AEP      ,LINE TRAILFOR 138 KV  TRAILFOR-CARSWELT         ,22-MAY-2015,0800,25-MAY-2015,1600,O,                           
3466,594302,AEP      ,BRKR CLARKBRA 138 KV  CLARKBRA 11           DIS ,22-MAY-2015,0800,25-MAY-2015,1600,O,                           
3466,594302,AEP      ,LINE CARSWELT 138 KV  CARSWELT-CLARKBRA CAR-CLA ,22-MAY-2015,0700,25-MAY-2015,1600,O,                           
3467,594378,APSS     ,CAP  RIVERTON 138 KV  RIVERTON CAP1     CAP     ,22-MAY-2015,0800,22-MAY-2015,1400,O, Received 03/27/2015 17:00 
3467,594378,APSS     ,BRKR RIVERTON 138 KV  RIVERTON CAP1 CB      CB  ,22-MAY-2015,0800,22-MAY-2015,1400,O,Continuous                
3467,594378,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
3468,594676,FE       ,BRKR CLOVEROE 138 KV  CLOVEROE B101 CB          ,22-MAY-2015,0800,23-MAY-2015,1600,O, Received 03/30/2015 14:36 
3468,594676,FE       ,BRKR STAR_FE  138 KV  STAR_FE  4            CB  ,22-MAY-2015,0800,23-MAY-2015,1600,O,Continuous                
3468,594676,FE       ,BRKR STAR_FE  138 KV  STAR_FE  5_CCB601     CB  ,22-MAY-2015,0800,23-MAY-2015,1600,O,Repair/Replace Tower      
3468,594676,FE       ,LINE STAR_FE  138 KV  STAR_FE-CLOVEROE          ,22-MAY-2015,0800,23-MAY-2015,1600,O,                           
3469,594782,FE       ,BRKR EAKRON   138 KV  EAKRON B43 CB             ,22-MAY-2015,0800,22-MAY-2015,1600,O, Received 03/30/2015 14:39 
3469,594782,FE       ,BRKR EAKRON   138 KV  EAKRON   D244         DIS ,22-MAY-2015,0800,22-MAY-2015,1600,O,Continuous                
3469,594782,FE       ,BRKR EAKRON   138 KV  EAKRON   D245         DIS ,22-MAY-2015,0800,22-MAY-2015,1600,C,CB Maintenance            
3469,594782,FE       ,BRKR EAKRON   138 KV  EAKRON   A247         DIS ,22-MAY-2015,0800,22-MAY-2015,1600,C,                           
3470,583140,DOM-N    ,XFMR REMINGTN 115 KV  REMINGTN TX1      XFORMER ,22-MAY-2015,1600,23-MAY-2015,1600,O, Received 03/26/2015 14:57 
3470,583140,DOM-N    ,XFMR REMINGTN 115 KV  REMINGTN TX2      XFORMER ,22-MAY-2015,1600,23-MAY-2015,1600,O,Continuous                
3470,583140,DOM-N    ,XFMR REMINGTN 230 KV  REMINGTN TX3      XFORMER ,22-MAY-2015,1600,23-MAY-2015,1600,O,New Construction          
3470,583140,DOM-N    ,CAP  REMINGTN 115 KV  REMINGTN SC1      CAP     ,22-MAY-2015,1530,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,BRKR REMINGTN 115 KV  REMINGTN L342         CB  ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,BRKR REMINGTN 230 KV  REMINGTN H344M        DIS ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,LINE REMINGTN 115 KV  REMINGTN-REMNTNCT 6A      ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,BRKR REMINGTN 115 KV  REMINGTN 7042         CB  ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-W    ,LINE BRANDYDP 115 KV  BRANDYDP-REMINGTN 70A     ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,BRKR REMINGTN 115 KV  REMINGTN H142 CS          ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3470,583140,DOM-N    ,BRKR REMINGTN 115 KV  REMINGTN H242 CS          ,22-MAY-2015,1600,23-MAY-2015,1600,O,                           
3471,580001,DOM-W    ,BRKR COVINGTN 138 KV  COVINGTN 16139        DIS ,22-MAY-2015,1600,03-JUN-2015,1600,O, Received 11/24/2014 15:20 
3471,580001,DOM-W    ,BRKR EASTMILL 138 KV  EASTMILL 16192        CB  ,22-MAY-2015,1600,03-JUN-2015,1600,O,Continuous                
3471,580001,DOM-W    ,LINE COVINGTN 138 KV  COVINGTN-EASTMILL 161B    ,22-MAY-2015,1600,03-JUN-2015,1600,O,New Construction          
3472,589566,FECL     ,BRKR PERRY_FE 345 KV  PERRY_FE  345 KV  S611    ,22-MAY-2015,1800,24-MAY-2015,1800,O, Received 03/10/2015 16:29 
3472,589566,FECL     ,BRKR PERRY_FE 345 KV  PERRY_FE  345 KV  S621    ,22-MAY-2015,1800,24-MAY-2015,1800,O,Continuous                
3472,589566,FECL     ,BRKR PERRY_FE 345 KV  PERRY_FE  345 KV  S650    ,22-MAY-2015,1800,24-MAY-2015,1800,O,Other                     
3472,589566,FECL     ,BRKR PERRY_FE 345 KV  PERRY_FE  345 KV  S661    ,22-MAY-2015,1800,24-MAY-2015,1800,O,                           
3472,589566,FECL     ,BRKR PERRY_FE 345 KV  PERRY_FE SW290        DIS ,22-MAY-2015,1800,24-MAY-2015,1800,O,                           
3473,594451,COMED    ,BRKR 6 BYRON  345 KV  6 BYRON  45ATR242-1 M     ,23-MAY-2015,0300,24-MAY-2015,2300,O, Received 03/27/2015 17:02 
3473,594451,COMED    ,BRKR 6 BYRON  345 KV  6 BYRON  45BT12-13 CB     ,23-MAY-2015,0300,24-MAY-2015,2300,O,Continuous                
3473,594451,COMED    ,BRKR 6 BYRON  345 KV  6 BYRON  45BT3-7 CB       ,23-MAY-2015,0300,24-MAY-2015,2300,O,Repair/Replace Insulator  
3473,594451,COMED    ,BRKR 6 BYRON  345 KV  6 BYRON  45BT7-13 CB      ,23-MAY-2015,0300,24-MAY-2015,2300,O,                           
3473,594451,COMED    ,BRKR 6 BYRON  345 KV  6 BYRON  45L0627 L D      ,23-MAY-2015,0300,24-MAY-2015,2300,O,                           
3473,594451,COMED    ,LINE 6 BYRON  345 KV  6 BYRON -937 LEE  0627    ,23-MAY-2015,0300,24-MAY-2015,2300,O,                           
3474,582964,AE       ,BRKR MILL     69 KV   MILL OCB V                ,23-MAY-2015,0600,25-MAY-2015,1800,O, Received 02/27/2015 16:13 
3474,582964,AE       ,CAP  MILL     69 KV   MILL CAP1                 ,23-MAY-2015,0600,25-MAY-2015,1800,O,Continuous                
3474,582964,AE       ,CAP  MILL     69 KV   MILL CAP2                 ,23-MAY-2015,0600,25-MAY-2015,1800,O,C.B. Replacement          
3474,582964,AE       ,BRKR MILL     69 KV   MILL OCB U                ,23-MAY-2015,0600,25-MAY-2015,1800,O,                           
3474,582964,AE       ,BRKR MILL     69 KV   MILL BUSOCB H             ,23-MAY-2015,0600,25-MAY-2015,1800,O,                           
3474,582964,AE       ,BRKR MILL     69 KV   MILL     XFMR OCB J       ,23-MAY-2015,0600,25-MAY-2015,1800,O,                           
3474,582964,AE       ,LINE MILL     69 KV   MILL-SEARSTOWN  0775-1    ,23-MAY-2015,0600,25-MAY-2015,1800,O,                           
3474,582964,AE       ,LINE CARDIFF  69 KV   CARDIFF-MILL 0782         ,23-MAY-2015,0600,25-MAY-2015,1800,O,                           
3475,591255,AE       ,XFMR MICKLETO 230 KV  MICKLETO MICK #4  XFORMER ,23-MAY-2015,0600,24-MAY-2015,1800,O, Received 02/27/2015 16:03 
3475,591255,AE       ,BRKR MICKLETO 69 KV   MICKLETO XFMR OCB P       ,23-MAY-2015,0600,24-MAY-2015,1800,O,Continuous                
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO BUS OCB R        ,23-MAY-2015,0600,24-MAY-2015,1800,O,Safety Clearance          
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO BUS OCB S        ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO 230 KV GQ  DIS   ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO 230 KV JN  DIS   ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO T DIS  DIS       ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO AA  DIS          ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3475,591255,AE       ,BRKR MICKLETO 230 KV  MICKLETO MK  CB           ,23-MAY-2015,0600,24-MAY-2015,1800,O,                           
3476,589733,PE       ,BRKR EMILIE   230 KV  EMILIE   815 CB           ,23-MAY-2015,0730,23-MAY-2015,1900,O, Received 02/17/2015 14:33 
3476,589733,PE       ,CAP  EMILIE   230 KV  EMILIE   EML 8-1  CAP     ,23-MAY-2015,0730,23-MAY-2015,1900,O,Continuous                
3476,589733,         ,                                                ,           ,    ,           ,    , ,Repair/Replace Insulator  
3477,592789,PE       ,XFMR CHICHEST 138 KV  CHICHEST 7TR  XFORMER     ,23-MAY-2015,0730,23-MAY-2015,2300,O, Received 03/18/2015 12:56 
3477,592789,PE       ,BRKR CHICHEST 69 KV   CHICHEST 175 CB           ,23-MAY-2015,0730,23-MAY-2015,2300,O,Continuous                
3477,592789,PE       ,BRKR CHICHEST 138 KV  CHICHEST 775 CB           ,23-MAY-2015,0730,23-MAY-2015,2300,O,Inspection/Maintenance    
3478,594678,PL       ,XFMR SIEGFRIE 230 KV  SIEGFRIE 5        XFORMER ,23-MAY-2015,0800,23-MAY-2015,1500,O, Received 03/30/2015 15:23 
3478,594678,PL       ,BRKR SIEGFRIE 138 KV  SIEGFRIE TRAN_5        CB ,23-MAY-2015,0800,23-MAY-2015,1500,O,Continuous                
3478,594678,PL       ,BRKR SIEGFRIE 230 KV  SIEGFRIE TRAN_5_MOD    DIS,23-MAY-2015,0800,23-MAY-2015,1500,O,Inspection/Maintenance    
3479,581441,PS-S     ,BRKR BEAVERBR 230 KV  BEAVERBR K-2237        DIS,25-MAY-2015,0200,28-MAY-2015,1700,O, Received 11/25/2014 12:31 
3479,581441,PS-S     ,BRKR NEWFREED 230 KV  NEWFREED 230   7-8     CB ,25-MAY-2015,0200,28-MAY-2015,1700,O,Continuous                
3479,581441,PS-S     ,BRKR NEWFREED 230 KV  NEWFREED 230   2-8     CB ,25-MAY-2015,0200,28-MAY-2015,1700,O,Other                     
3479,581441,PS-S     ,LINE BEAVERBR 230 KV  BEAVERBR-NEWFREED K-2237  ,25-MAY-2015,0200,28-MAY-2015,1700,O,                           
3479,581441,PS-S     ,BRKR NEWFREED 230 KV  NEWFREED DUM17678         ,25-MAY-2015,0200,28-MAY-2015,1700,O,                           
3480,594501,PS-S     ,XFMR TRENTON  230 KV  TRENTON  220-1    XFORMER ,25-MAY-2015,0200,26-MAY-2015,2300,O, Received 03/30/2015 15:08 
3480,594501,PS-S     ,BRKR KUSERRD  230 KV  KUSERRD  H-2208SC2-3   DIS,25-MAY-2015,0200,26-MAY-2015,2300,O,Continuous                
3480,594501,PS-S     ,BRKR TRENTON  138 KV  TRENTON  220-1 LSD     CB ,25-MAY-2015,0200,26-MAY-2015,2300,O,Other                     
3480,594501,PS-S     ,BRKR TRENTON  138 KV  TRENTON  SECT  1-11    CB ,25-MAY-2015,0200,26-MAY-2015,2300,O,                           
3480,594501,PS-S     ,BRKR TRENTON  138 KV  TRENTON  SECT  10-11   CB ,25-MAY-2015,0200,26-MAY-2015,2300,O,                           
3480,594501,PS-S     ,BRKR TRENTON  230 KV  TRENTON  H-2208-3      DIS,25-MAY-2015,0200,26-MAY-2015,2300,O,                           
3480,594501,PS-S     ,BRKR TRENTON  230 KV  TRENTON  H-2208-3      DIS,25-MAY-2015,0200,26-MAY-2015,2300,O,                           
3480,594501,PS-S     ,LINE KUSERRD  230 KV  KUSERRD-TRENTON H-2208-3  ,25-MAY-2015,0200,26-MAY-2015,2300,O,                           
3481,576237,BC       ,BRKR CONASTON 230 KV  CONASTON 2323 LINE ABS    ,25-MAY-2015,0500,29-MAY-2015,2000,O, Received 03/30/2015 14:13 
3481,576237,BC       ,BRKR GRACETON 230 KV  GRACETON DIS 2323         ,25-MAY-2015,0500,29-MAY-2015,2000,O,Continuous - No Weekends  
3481,576237,BC       ,LINE CONASTON 230 KV  CONASTON-GRACETON 2323    ,25-MAY-2015,0500,29-MAY-2015,2000,O,Other                     
3481,576237,BC       ,BRKR GRACETON 230 KV  GRACETON 22093/2323 TIE   ,25-MAY-2015,0500,29-MAY-2015,2000,O,                           
3481,576237,BC       ,BRKR GRACETON 230 KV  GRACETON 2323/2304 GCB    ,25-MAY-2015,0500,29-MAY-2015,2000,O,                           
3482,582430,AE       ,BRKR PITMAN   69 KV   PITMAN   OCB B            ,25-MAY-2015,0600,25-MAY-2015,1800,O, Received 03/18/2015 11:24 
3482,582430,AE       ,BRKR LAMB     69 KV   LAMB     A            CB  ,25-MAY-2015,0600,25-MAY-2015,1800,O,Continuous                
3482,582430,AE       ,LINE LAMB     69 KV   LAMB-PITMAN 0787          ,25-MAY-2015,0600,25-MAY-2015,1800,O,Relay Maintenance Impact 
